label,Engagement_mean,Fear_trend,Disgust_trend,Contempt_trend,Surprise_trend,Sadness_trend,Sadness_mean,Anger_trend,Attention_trend,Sentimentality_trend,Confusion_std,Sadness_max,Neutral_trend,Joy_std,Confusion_trend,Gamma_TP9_slope,Confusion_mean,Theta_AF8_std,Delta_TP9_std,Gamma_AF8_std,Disgust_std,Delta_TP9_slope,Alpha_TP9_std,Beta_AF7_std,Fear_std,Sentimentality_max,Beta_AF7_slope,Contempt_max,Sentimentality_std,Anger_max,Beta_TP9_std,Beta_TP10_std,Surprise_std,Sentimentality_min,Delta_AF8_std,Attention_mean,Beta_AF8_std,RAW_AF7_mean,Delta_AF7_std,Attention_std,Gamma_TP9_std,RAW_AF8_slope,Anger_std,Contempt_std,Attention_max
Attention,0.3287661075592041,-0.0003807246685028,1.546740531920034e-05,0.000244241952896,-0.0010772868990898,-5.8540701866163786e-05,0.1283979773521423,0.0002385526895522,-0.0003555297851562,0.0075846980325877,0.0005942950891134,0.1286830902099609,-0.0004898071289048,1.699666709521254e-05,0.0003672671737149,0.0010230971116529,0.0028543851338326,0.1288331517924893,0.0467248545333075,0.0108748334463876,2.8802080117600196e-05,-0.0010507923516651,0.0063976870851513,0.032292917540175,0.000724287575914,0.0373318903148174,-0.0007751141115217,0.1925221383571624,0.0126972412119464,0.1271343827247619,0.0119495992144311,2.005577056081496e-15,0.001870966750048,0.0056980950757861,0.0727975037309649,98.38776092529297,0.0186612818867039,853.3720500714287,0.0426375613372639,0.1410181204188355,0.0437798492625376,-0.0070046446830377,0.000421537450861,0.0004415212648565,98.55742645263672
Attention,0.3287661075592041,0.0002056390047073,9.823963046079812e-06,-0.0003319054841995,-0.0010910011827945,-0.0003159910440444,0.1276667445898056,-9.467005729675016e-05,-0.1072662353515625,-0.0025151584297418,0.000307657460496,0.1283983886241912,0.0006622314453125,1.3080134914310428e-05,-9.051572997124e-05,0.0002784412208998,0.0030021063517778,0.0219296522780784,0.0153001887605222,0.0080032680191175,1.7732799570681812e-05,3.168828287295928e-06,0.0046902041207609,0.0057337237869802,0.000430429182825,0.0373318903148174,-0.0001141775967324,0.1923624873161315,0.0060275082556481,0.1272362023591995,0.0177314690549332,2.8960596263713617e-15,0.0018099059590198,0.0223693680018186,0.0576507470966693,98.28912658691408,0.0099720091949173,854.0834069934641,0.0429829548092555,0.1819354809550827,0.0160643314761999,-0.0098852010038465,0.0002815516447812,0.0005572260328001,98.52085876464844
Attention,0.3287661075592041,0.0,0.0,0.0,0.0,0.0,0.1269579343497752,0.0,0.0,0.0,0.0006430402234382,0.1270349472761154,0.0,9.415352722693384e-06,0.0,-0.000250194881612,0.0019871465046889,0.0097451455084095,0.0399219920913322,0.0067069891926432,1.1152843646901077e-05,2.1867746167805614e-06,0.0249229155241304,0.0076375752096704,0.0005403953721424,0.0381456948816776,0.0001724633807482,0.1911857575178146,0.0067170310664781,0.1266450434923172,0.0473139411891826,2.005577056081496e-15,0.0003027731051774,0.0223693680018186,0.0223201472974217,98.43646430969238,0.0082664558546674,858.2906825714286,0.0181388154096011,0.2305539205283344,0.0106525063580501,0.0753806018018411,0.0001664332740482,0.0003955693968311,98.63166046142578
Attention,0.3287661075592041,-0.0002326369285583,6.418302655220032e-06,0.0002957537770271,0.0001871220767498,7.785111665725986e-05,0.1269776761531829,0.0002329349517822,-0.0510742187499943,-0.0012496285140514,0.0001046974277575,0.1271332204341888,-0.0005912780761761,6.623847689031371e-06,-1.8762063700700043e-05,4.864027762656506e-05,0.0012581670191138,0.1266988775472052,0.0491001387277851,0.0644992732525556,1.1335023332559337e-05,0.000940542062884,0.0416879967159768,0.0154749209602681,0.0005339487206519,0.0345050878822803,0.0003093673552085,0.1914181113243103,0.0049226981254426,0.1270783394575119,0.0081061010658187,3.340746764300406e-15,0.0009164144272702,0.0225610937923192,0.1826493142418239,98.48587341308594,0.0150407688251192,849.4403924096385,0.1570871470378273,0.0992165968644385,0.0053937751988166,-0.003204535931423,0.0003852283750813,0.0005348097683023,98.62271881103516
Attention,0.3287661075592041,-2.063214778901257e-05,-1.245308667420994e-05,0.0001223623752594,-0.0005223311483859,0.0002563267946243,0.1276483535766601,-8.125901222229005e-05,-0.0704940795898451,0.0009330160915851,0.0003398122160499,0.1281609833240509,-0.0002449035644502,7.09978705053156e-06,0.0002059173886664,-0.0011533892997325,0.0015514770057051,0.0317341567490854,0.0432675923742731,0.1004078058525295,2.0170946019073003e-05,0.0009444996656569,0.0068469757752186,0.002934463054989,0.0002925459967686,0.0272186547517776,-5.5891375559924e-05,0.1917352080345153,0.0052388823167348,0.1272466778755188,0.0162332447936493,2.8959367114623928e-15,0.0008434029147146,0.0139760766178369,0.0267067024091999,98.17202758789062,0.0147569337335544,854.9273270322581,0.0356711359890791,0.1391420942430569,0.0572763493940543,-0.0493940424092035,0.0001912182737568,0.0002220549075734,98.41421508789062
Attention,0.3287661075592041,0.0,0.0,0.0,0.0,0.0,0.1282642856240272,0.0,0.0,0.0,0.0005266872261263,0.1288342922925949,0.0,9.266981783918895e-06,0.0,0.0012443803054374,0.0025631582830101,0.0147650601725052,0.0177898193529743,0.0311449002048304,3.166428545446291e-05,-0.0002562338316486,0.0316844649303525,0.0341074900489207,0.0004565074089383,0.0392903238534927,0.0007181919654234,0.1923110634088516,0.0067233990487113,0.1270754784345626,0.0134885941059145,0.0082125636846997,0.0004277324876027,0.0236948858946561,0.0045328052872538,97.96829032897948,0.0366227771137341,854.8555358940398,0.0060520934167463,0.1497342301844516,0.055981464862494,0.0118870855698849,0.0001591004977617,0.0002596302745866,98.1033935546875
Attention,0.3287661075592041,-0.0001618936657905,5.386583507059964e-06,4.807859659194114e-05,-0.0005496863275766,-0.0001361474394798,0.1289198040962219,0.0001506924629211,0.0489761352539076,-0.0006903521716594,0.0005086582080518,0.1293263733386993,-9.460449218607893e-05,8.749713087066189e-06,-0.0003084304742515,0.0009131711133679,0.0024186415830626,0.0197452102986834,0.0801831892986708,0.0203678606255224,2.840244456062892e-05,-0.001494355063612,0.0638578438045014,0.0500034173881035,0.000596369619173,0.0236948858946561,0.0011626401429696,0.1922942250967025,0.006356191358693,0.1273349970579147,0.0721619925370945,0.0130312142153696,0.000873713293518,0.0080252895131707,0.0168522593121444,98.12060089111328,0.0361250286952247,848.7214842068965,0.0111167843819123,0.0934328189864611,0.0394860343287369,-0.0043125648323098,0.0002987428982723,0.0001972815521947,98.19869995117188
Attention,0.3287661075592041,-0.0001684486865997,7.344968616960005e-06,1.8195807933829578e-05,-0.0001004811376333,-0.0001409247517585,0.1279643177986144,-5.050301551820236e-05,-0.0279838562011718,9.047836065294023e-05,0.0002391912808542,0.1283888518810272,-3.509521484232891e-05,4.312327567479579e-06,-0.0001277138944715,0.0,0.0014908420154824,0.1943809573901077,1.2253642100359714e-15,0.0336022056482463,1.7842623206500355e-05,0.0,2.005141434604317e-15,0.0131037164616554,0.0003303340549421,0.0178225748240947,0.000207684979249,0.192507579922676,0.0031494868959836,0.1273349970579147,1.2253642100359714e-15,3.1191088982733816e-15,0.0001677843602361,0.0109554016962647,0.2120911515245502,98.2039794921875,0.0283773165042789,853.3173485234898,0.0772935071193235,0.0884823985167125,2.22793492733813e-16,-0.0131030581171775,0.0001120199950906,8.085488041889559e-05,98.322509765625
Attention,0.3287661075592041,0.0,0.0,0.0,0.0,0.0,0.1277739293873309,0.0,0.0,0.0,0.0001678406108634,0.1278517395257949,0.0,1.376978195175054e-06,0.0,-0.0013829711248456,0.0014114834193605,0.0392283017346005,0.0802872157746696,0.0497962172413904,6.081251351442933e-06,-0.0017177512406932,0.0343688021227591,0.0030782463494326,4.205846257670949e-05,0.0186616256833076,6.294052626892457e-05,0.1923644095659256,0.0010380052318425,0.1270994544029235,0.0354459054716874,0.0038683689601002,7.872016180045211e-05,0.0162270609289407,0.1563864910279584,98.23659896850586,0.0020357185650443,852.921902173913,0.043595996878204,0.146075138610858,0.0632071598503032,0.0403382871031006,4.549581379021686e-05,5.627887527060499e-05,98.36884307861328
Attention,0.3287661075592041,4.7183036804202e-05,-1.0889023542393767e-06,8.943676948539038e-06,-0.0001450855284929,7.299035787581288e-05,0.1279182136058806,-1.205354928969782e-05,-0.0225181579589829,0.0002357898280024,0.0001452673978423,0.1280705034732818,-1.9073486328125e-05,3.658896660105845e-06,-2.572943922132997e-05,-0.0027595758593925,0.0016090062446891,0.082229117723567,0.0558691400467917,0.0288817936639296,9.372361904728402e-06,-0.0011312313649175,0.0325244843525477,0.0083575615674897,0.0002268033592825,0.0173229705542325,-0.0001438007777184,0.1922356486320495,0.0026772866486412,0.1270327568054199,0.0953260778798497,0.0132166964674283,0.0002697456491184,0.0112399570643901,0.0495308900716693,98.33967590332033,0.0138707349317513,851.8286987786258,0.0194968575518266,0.0525014549283303,0.1074047977882332,0.0143422620509261,7.472449602756757e-05,0.00011529444098,98.41483306884764
Attention,0.3287661075592041,8.495151996613104e-05,2.825632691379545e-06,1.675188541412631e-05,0.000249470770359,0.000110276043415,0.1282285422086715,-9.365379810327702e-06,0.0360031127929673,-9.419396519649848e-06,6.771358607491608e-05,0.128582939505577,-3.051757813068434e-05,3.6569313685254954e-06,4.136241041125999e-05,0.0029645458769325,0.0015406036516651,0.0771429561159241,0.0160186286871606,0.0165000320410515,5.400728994470317e-06,0.0004568026817563,0.0240322294615165,0.0291111189332102,0.0002129952701919,0.022273575887084,-0.0009677913758812,0.1923724710941314,0.0031973192189075,0.1269617676734924,0.0170359709740532,4.463492204246288e-16,0.0004758769812868,0.0148664731532335,0.017977613198205,98.35255889892578,0.0171533422883688,852.3728059595959,0.0232416016599004,0.063237883081589,0.0885209028456425,0.0206124222634509,2.745312471279997e-05,5.848009491738934e-05,98.42337036132812
Attention,0.3287661075592041,0.0,0.0,0.0,0.0,0.0,0.1288362555205821,0.0,0.0,0.0,0.0002514259879063,0.1290778070688247,0.0,5.579962812946969e-06,0.0,0.0005821707956991,0.0018367163429502,0.0193144574517578,0.0433910842679078,0.0083531799764983,1.6571287977253573e-05,0.0013781312757545,8.925216163569122e-16,0.0350572890461469,0.0003060991675885,0.0254773125052452,-0.0010988031372182,0.1922866106033325,0.0040991459683035,0.1268911063671112,0.0084721708687264,4.462608081784561e-16,0.0004104135639791,0.0169337261468172,0.0131206933680835,98.37036323547365,0.0332576550672783,853.3439950485437,0.112433650586555,0.0450476536240843,0.0223406536499988,-0.0836289626806658,7.016009215259088e-05,9.616212229841184e-05,98.41952514648436
